pert_id,Target_UniProt,Target_Species,Assay_Type,Assay_Relation,Assay_Value,EvidenceLevel_Assigned,Database
BRD-K99964838,P08581,Homo sapiens,KD,=,3100.0,III,BindingDB
BRD-K99964838,P08581,Homo sapiens,KD,=,6800.0,III,BindingDB
BRD-K99964838,P08581,Homo sapiens,KD,=,2200.0,III,BindingDB
BRD-K99964838,Q8TBX8,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K99964838,Q8N752,Homo sapiens,KD,=,2600.0,III,BindingDB
BRD-K99964838,Q9BZL6,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K99964838,Q6P3R8,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K99964838,O94806,Homo sapiens,KD,=,4600.0,III,BindingDB
BRD-K99964838,Q9C098,Homo sapiens,KD,=,5400.0,III,BindingDB
BRD-K99964838,P50750,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K99964838,O95819,Homo sapiens,KD,=,8.2,III,BindingDB
BRD-K99964838,Q15835,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K99964838,P16234,Homo sapiens,KD,=,5100.0,III,BindingDB
BRD-K99964838,P23458,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K99964838,P23458,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K99964838,Q13882,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K99964838,P42338,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K99964838,Q9Y5S2,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K99964838,Q9H0K1,Homo sapiens,KD,=,29.0,III,BindingDB
BRD-K99964838,Q9Y243,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K99964838,P07947,Homo sapiens,IC50,=,0.4,III,BindingDB
BRD-K99964838,P07947,Homo sapiens,KD,=,4.0,III,BindingDB
BRD-K99964838,P17612,Homo sapiens,KD,>,10000.0,III,BindingDB
BRD-K99964838,P54760,Homo sapiens,IC50,=,5.5,III,BindingDB
BRD-K99964838,P54760,Homo sapiens,KD,=,9.2,III,BindingDB
BRD-K09951645,Q8NG66,Homo sapiens,,,,I,DrugBank
BRD-K09951645,P04049,Homo sapiens,,,,I,DrugBank
BRD-K09951645,P15056,Homo sapiens,,,,II,DrugBank
BRD-K09951645,P15056,Homo sapiens,,,,I,Therapeutic Target Database
BRD-K09951645,P15056,Homo sapiens,IC50,=,3.200000048,I,IUPHAR
BRD-K09951645,P53667,Homo sapiens,,,,I,DrugBank
BRD-K09951645,P57059,Homo sapiens,,,,I,DrugBank
BRD-K09951645,P36897,Homo sapiens,IC50,=,3700.0,III,BindingDB
BRD-K52172416,P11511,Homo sapiens,,,,II,DrugBank
BRD-K52172416,P11511,Homo sapiens,,,,II,DrugBank
BRD-K52172416,P11511,Homo sapiens,,,,II,DrugBank
BRD-K52172416,P11511,Homo sapiens,,,,II,DrugBank
BRD-K52172416,P11511,Homo sapiens,,,,II,DrugBank
BRD-K52172416,P11511,Homo sapiens,,,,I,Therapeutic Target Database
BRD-K52172416,P11511,Homo sapiens,,,,II,DrugBank
BRD-K52172416,P11511,Homo sapiens,,,,II,DrugBank
BRD-K52172416,P11511,Homo sapiens,,,,II,DrugBank
BRD-K52172416,P11511,Homo sapiens,,,,II,DrugBank
BRD-K52172416,P11511,Homo sapiens,IC50,=,1.5,III,BindingDB
BRD-K52172416,P11511,Homo sapiens,IC50,=,600.0,III,BindingDB
BRD-K52172416,P11511,Homo sapiens,IC50,=,10.0,III,BindingDB
BRD-K52172416,P11511,Homo sapiens,IC50,=,15.0,III,BindingDB
BRD-K52172416,P11511,Homo sapiens,Ki,=,0.13,III,BindingDB
BRD-K52172416,P11511,Homo sapiens,IC50,=,12.0,III,BindingDB
BRD-K52172416,P11511,Homo sapiens,IC50,=,600.0,III,BindingDB
BRD-K52172416,P11511,Homo sapiens,IC50,=,15.0,III,IUPHAR
BRD-K52172416,P11511,Homo sapiens,IC50,=,8.0,III,BindingDB
BRD-K52172416,P22310,Homo sapiens,IC50,=,4720.0,III,BindingDB
BRD-K02113016,Q9UGN5,Homo sapiens,,,,II,DrugBank
BRD-K02113016,Q9UGN5,Homo sapiens,IC50,=,1.0,III,IUPHAR
BRD-K02113016,Q9UGN5,Homo sapiens,IC50,=,1.0,III,IUPHAR
BRD-K02113016,P09874,Homo sapiens,,,,II,DrugBank
BRD-K02113016,P09874,Homo sapiens,,,,I,Therapeutic Target Database
BRD-K02113016,P09874,Homo sapiens,IC50,=,5.0,III,IUPHAR
BRD-K02113016,P09874,Homo sapiens,IC50,=,5.0,III,IUPHAR
BRD-K02113016,Q9Y6F1,Homo sapiens,,,,II,DrugBank
BRD-A74914197,P00374,Homo sapiens,,,,II,DrugBank
BRD-A74914197,P00374,Homo sapiens,Ki,=,45.0,III,IUPHAR
BRD-A74914197,P04818,Homo sapiens,,,,II,DrugBank
BRD-A74914197,Q9HBH1,Homo sapiens,,,,I,Therapeutic Target Database
BRD-K91601245,Q06203,Homo sapiens,,,,II,DrugBank
BRD-K91601245,Q06203,Homo sapiens,,,,II,DrugBank
BRD-K91601245,P50097,,,,,I,Therapeutic Target Database
BRD-K91601245,P9WP01,Mycobacterium tuberculosis,KD,=,79433.0,III,BindingDB
BRD-K91601245,P00492,Homo sapiens,,,,II,DrugBank
BRD-K91601245,P12268,Homo sapiens,,,,II,DrugBank
BRD-K91601245,P12268,Homo sapiens,,,,II,DrugBank
BRD-K91601245,,Homo sapiens,,,,I,Therapeutic Target Database
BRD-A93255169,P21802,Homo sapiens,,,,II,DrugBank
BRD-A93255169,Q96SW2,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P01375,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P01375,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P01375,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P01375,Homo sapiens,,,,I,Therapeutic Target Database
BRD-A93255169,P01375,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P01375,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P01375,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P01375,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P79208,Ovis aries,IC50,=,500.0,III,BindingDB
BRD-A93255169,,Homo sapiens,,,,II,DrugBank
BRD-A93255169,,Homo sapiens,,,,II,DrugBank
BRD-A93255169,,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P19838,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P19838,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P35354,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P35354,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P35354,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P35354,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P35354,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P35354,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P19652,Homo sapiens,,,,II,DrugBank
BRD-A93255169,P05979,,IC50,=,370.0,III,BindingDB
BRD-K51768138,Q9H169,Homo sapiens,,,,II,DrugBank
BRD-K51768138,Q9H169,Homo sapiens,,,,II,DrugBank
BRD-K51768138,,Homo sapiens,,,,II,DrugBank
BRD-K51768138,,Homo sapiens,,,,II,DrugBank
BRD-K51768138,,Homo sapiens,,,,I,Therapeutic Target Database
BRD-K51768138,,Homo sapiens,,,,II,DrugBank
BRD-K51768138,,Homo sapiens,,,,II,DrugBank
BRD-K81418486,Q9UKV0,Homo sapiens,IC50,=,200.0,III,BindingDB
BRD-K81418486,Q9UKV0,Homo sapiens,IC50,=,316.0,III,BindingDB
BRD-K81418486,Q9UKV0,Homo sapiens,IC50,=,15600.0,III,BindingDB
BRD-K81418486,Q9UKV0,Homo sapiens,IC50,>,33330.0,III,BindingDB
BRD-K81418486,Q9UKV0,Homo sapiens,IC50,=,107.0,III,BindingDB
BRD-K81418486,Q9UKV0,Homo sapiens,Ki,=,65.0,III,BindingDB
BRD-K81418486,Q9UKV0,Homo sapiens,IC50,=,38.0,III,BindingDB
BRD-K81418486,Q9UKV0,Homo sapiens,IC50,=,141000.0,III,BindingDB
BRD-K81418486,Q9UKV0,Homo sapiens,Ki,=,49.0,III,BindingDB
BRD-K81418486,Q9UKV0,Homo sapiens,Ki,=,65.0,III,IUPHAR
BRD-K81418486,Q9UKV0,Homo sapiens,IC50,=,316.0,III,BindingDB
BRD-K81418486,Q9UKV0,Homo sapiens,IC50,=,141000.0,III,BindingDB
BRD-K81418486,Q9UKV0,Homo sapiens,IC50,=,22800.0,III,BindingDB
BRD-K81418486,Q9UKV0,Homo sapiens,IC50,=,20.0,III,BindingDB
BRD-K81418486,Q9UKV0,Homo sapiens,IC50,=,320.0,III,BindingDB
BRD-K81418486,P00519,Homo sapiens,IC50,>,100000.0,III,BindingDB
BRD-K81418486,O60674,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K81418486,P36888,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,=,102.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,=,34.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,=,500.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,>,30000.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,=,344.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,=,105000.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,Ki,=,129.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,>,33300.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,=,21000.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,=,2480.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,KD,=,36000.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,>,1.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,=,105000.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,=,344.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,=,38900.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,>,33330.0,III,BindingDB
BRD-K81418486,Q8WUI4,Homo sapiens,IC50,=,344.0,III,BindingDB
BRD-K81418486,Q96DB2,Homo sapiens,IC50,=,200.0,III,BindingDB
BRD-K81418486,Q96DB2,Homo sapiens,Ki,=,36.0,III,BindingDB
BRD-K81418486,Q96DB2,Homo sapiens,IC50,=,133.0,III,BindingDB
BRD-K81418486,Q96DB2,Homo sapiens,Ki,=,36.0,III,IUPHAR
BRD-K81418486,Q96DB2,Homo sapiens,IC50,=,362.0,III,BindingDB
BRD-K81418486,Q96DB2,Homo sapiens,IC50,=,362.0,III,BindingDB
BRD-K81418486,Q96DB2,Homo sapiens,IC50,=,100.0,III,BindingDB
BRD-K81418486,Q96DB2,Homo sapiens,IC50,=,360.0,III,BindingDB
BRD-K81418486,Q96DB2,Homo sapiens,IC50,=,5840.0,III,BindingDB
BRD-K81418486,Q96DB2,Homo sapiens,IC50,=,200.0,III,BindingDB
BRD-K81418486,Q96DB2,Homo sapiens,Ki,=,13.0,III,BindingDB
BRD-K81418486,Q96DB2,Homo sapiens,IC50,=,362.0,III,BindingDB
BRD-K81418486,Q96DB2,Homo sapiens,IC50,=,362.0,III,BindingDB
BRD-K81418486,Q96DB2,Homo sapiens,IC50,=,480.0,III,BindingDB
BRD-K81418486,Q96DB2,Homo sapiens,IC50,=,362.0,III,BindingDB
BRD-K81418486,Q96DB2,Homo sapiens,IC50,=,35.0,III,BindingDB
BRD-K81418486,Q96DB2,Homo sapiens,Ki,=,31.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,,=,,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,=,493.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,=,8800.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,=,340.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,=,76000.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,=,300.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,>,50000.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,Ki,=,20.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,=,493.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,=,101.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,>,1.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,>,100.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,Ki,=,16.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,=,493.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,=,490.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,=,150.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,>,33330.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,=,210.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,>,10000.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,=,0.047,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,=,48300.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,=,76000.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,=,7800.0,III,BindingDB
BRD-K81418486,P56524,Homo sapiens,IC50,=,6200.0,III,BindingDB
BRD-K81418486,Q9NXA8,Homo sapiens,IC50,>,100000.0,III,BindingDB
BRD-K81418486,Q70I53,Alcaligenes sp. (strain DSM 11172),Ki,=,1300.0,III,BindingDB
BRD-K81418486,Q70I53,Alcaligenes sp. (strain DSM 11172),KD,=,300.0,III,BindingDB
BRD-K81418486,Q70I53,Alcaligenes sp. (strain DSM 11172),IC50,=,1000.0,III,BindingDB
BRD-K81418486,Q70I53,Alcaligenes sp. (strain DSM 11172),Ki,=,1000.0,III,BindingDB
BRD-K81418486,O75376,Homo sapiens,Ki,=,12.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,IC50,=,456.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,IC50,=,456.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,IC50,=,200.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,Ki,=,50.0,III,IUPHAR
BRD-K81418486,Q969S8,Homo sapiens,IC50,=,72.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,IC50,=,686.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,IC50,=,210.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,IC50,=,456.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,IC50,=,459.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,IC50,=,430.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,IC50,=,72.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,IC50,=,72.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,Ki,=,60.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,IC50,=,456.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,IC50,=,72.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,IC50,=,150.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,Ki,=,40.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,IC50,=,456.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,Ki,=,50.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,IC50,=,58.0,III,BindingDB
BRD-K81418486,Q969S8,Homo sapiens,IC50,=,432.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,,,,II,DrugBank
BRD-K81418486,Q13547,Homo sapiens,,,,I,Therapeutic Target Database
BRD-K81418486,Q13547,Homo sapiens,,,,II,DrugBank
BRD-K81418486,Q13547,Homo sapiens,IC50,=,68.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,KD,=,40.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,34.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,350.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,258.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,11.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,20.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,30.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,38.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,62.9,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,125.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,320.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,96.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,33.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,Ki,=,60.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,27.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,30.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,30.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,75.6,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,68.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,110.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,110.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,96.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,600.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,4.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,Ki,=,63.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,258.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,270.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,20.9,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,21.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,140.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,13.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,41.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,8.9,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,Ki,=,1.299999952,III,IUPHAR
BRD-K81418486,Q13547,Homo sapiens,IC50,=,4.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,145.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,600.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,240.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,119.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,775.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,480.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,180.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,30.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,96.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,30.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,2200.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,140.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,125.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,38.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,76.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,119.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,69.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,196.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,260.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,20.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,21.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,65.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,200.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,Ki,=,8.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,120.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,44.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,21.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,150.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,76.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,200.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,29.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,258.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,41.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,105.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,300.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,27.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,110.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,96.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,30.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,9.7,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,96.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,200.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,38.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,100.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,48.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,260.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,30.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,258.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,119.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,290.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,310.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,77.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,30.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,131.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,38.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,22.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,65.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,120.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,290.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,Ki,=,48.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,120.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,61.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,306.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,35.0,III,BindingDB
BRD-K81418486,Q13547,Homo sapiens,IC50,=,170.0,III,BindingDB
BRD-K81418486,P27467,Mus musculus,IC50,>,50000.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,,,,II,DrugBank
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,43.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,19.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,14.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,5.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,38.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,9.3,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,100.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,20.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,29.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,28.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,19.8,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,29.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,5600.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,120.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,350.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,26.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,EC50,=,1000.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,Ki,=,18.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,24.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,Ki,=,126.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,57.3,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,Ki,=,21.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,25.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,160.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,25.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,195.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,18.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,2.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,43.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,EC50,=,1030.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,90.0,III,BindingDB
BRD-K81418486,Q9UBN7,Homo sapiens,IC50,=,35.0,III,BindingDB
